date,search_brand,search_nonbrand,social_facebook,social_instagram,display_programmatic,display_direct,tv_video,radio,email,affiliate,profit
2022-02-17,8252.361361761237,13096.610689911724,7534.896065900896,1463.5535247225816,6774.446472235796,4387.072360147637,13196.665496364178,2227.1253320805586,1188.5967947779309,1863.439166819106,22097.793371245905
2022-02-18,10382.464914130198,9909.029985626268,5778.839275825064,4505.288143267343,3574.1649102969477,2307.599740947667,11138.653272464673,2627.550665759715,1557.620425233035,2889.457481498075,23249.276771428787
2022-02-19,7303.48376232124,8695.733190555082,7217.465501910995,2069.623903346086,10037.427919176318,2257.8491126216304,5133.4685407228135,1187.538005560974,924.8609528155537,3647.4582121649555,25561.540920954576
2022-02-20,7605.52726319143,10933.756692297959,6080.375034645111,4996.0915586846,8601.841890646474,3704.36830072375,12589.750606555783,2033.058244183874,1392.3958877092466,2681.7457941808484,18911.86663860048
2022-02-21,3915.8071690091533,8445.36913221167,3990.821395757133,2437.482567612782,4138.69593393526,3019.728318694063,9485.762279576125,1553.155185232794,1497.1659549669278,2036.6118263573185,18830.237151324367
2022-02-22,5201.532262780826,12927.050459362898,6864.37684562367,5272.208419972883,4297.373455121689,3641.3409050889563,13473.768705223176,2257.873353004955,1504.0743609664285,1614.802578693731,24822.340577028914
2022-02-23,10115.390202856432,12853.34248207031,6776.265692521762,4277.293722741013,6273.168449360394,5789.486741283474,4524.870100146962,1216.8486871762652,522.4828038379779,2608.432540852435,19826.958553384462
2022-02-24,6676.898706838988,11052.862229826782,691.9120861015772,4730.06719991842,5151.491153145218,2078.2692608205944,13282.547447279252,1896.207077216289,1263.446347335659,2494.528499601534,21295.255913139736
2022-02-25,6140.576731115167,9807.97355875972,4177.331982242655,3139.5926280419017,5794.557918061829,2650.6210277972623,9518.405582141373,2576.5523428261013,1134.5972155869795,3131.3914046725436,23347.798778904573
2022-02-26,6614.833768057286,7981.675875463297,7164.138660486207,1829.2245218224107,7361.283025944914,3137.1140274733607,7964.69085260845,1959.262782893612,1155.6610145687898,2851.1994813833758,22999.46577115498
2022-02-27,7885.06774599834,13666.06981574412,6581.582058763133,2822.8099458725983,5609.166403848011,1947.8480060181012,16301.402886466669,2567.8270581126603,2216.084386246437,2104.759594759364,25185.452651270632
2022-02-28,5683.168178268417,12686.162219806309,2809.373736321685,4385.000296598327,8854.563274545475,1346.1625163789442,13298.127082545192,1854.1510590091168,1732.780798861635,1483.5846738647783,24535.866155260886
2022-03-01,8253.033011940472,13392.94639236733,6288.1427228578505,4548.130474716096,7733.687276961307,2080.20574597953,13218.808562689374,2671.1280813146836,1240.406249157943,1519.9672882966804,23927.824157501025
2022-03-02,5279.9846457538815,11080.693857142058,7590.852351874355,2967.2889381526893,8044.244770951972,3739.998121473146,9459.630753062691,1122.0424782739024,2177.053810094324,2581.6784879966126,20144.19632410891
2022-03-03,9548.00000415157,11346.229483255795,5910.047634558152,5590.465528024546,3692.9824195630936,2292.1751647279107,5357.769380526024,1246.5928096343775,2227.643304741754,2467.047499456618,23110.351665527443
2022-03-04,5885.888445320795,16325.997446328907,2786.2157365781572,3977.154404084679,3134.7976507333274,2299.851882073705,4860.732628273454,3336.7514422820186,1417.0238534658054,2518.179000328261,21962.971411359777
2022-03-05,10640.536637864201,10198.245403503188,3824.2769987836764,2031.552255914696,5962.909635577074,3485.7377762849824,8692.552180023551,2054.233039863841,1114.6720709491792,2088.126241447136,18785.284349082765
2022-03-06,7979.934694485233,11062.067932325746,5600.756562462095,4323.121415310833,9581.711162752146,1991.3328155103186,4436.692223538419,3304.6282941759473,1772.0228310416228,2949.826452189578,24469.80780965362
2022-03-07,6308.711143209541,14231.676248595446,4676.697555207275,3072.69489429831,8431.521776448659,3918.1772223048183,8108.612962071215,3106.6987117053773,775.8325174052175,2847.4884569334995,23378.0670701927
2022-03-08,9822.921219164631,12908.73388966689,6916.49401430917,4986.585911016815,7489.6763821097875,4930.98689940977,9823.060529037386,2227.943981114139,1579.189299124958,3581.381703758078,22257.155815679136
2022-03-09,5251.006241793775,5860.133378800504,6096.873103474559,4269.944196722521,8493.059733005497,3285.027713663446,8600.4067655515,1140.1420751395217,1300.7328249995405,2666.215354797486,21210.40444810306
2022-03-10,6905.868709965182,6936.339809904996,7944.766514810859,4180.587859824035,3782.7158708717566,3446.062657147659,10790.841104629304,2529.0309211200442,630.4122589973341,2534.0181382297137,19230.413433142858
2022-03-11,7999.8489467787695,10017.506200169717,6530.9253680969405,3653.375307597916,3118.854877035143,2289.475337107107,828.205460048317,1476.1956141369674,2177.146615559877,2805.9549786265666,21704.912946171906
2022-03-12,7757.666393423582,14730.898993336099,5828.806020950485,5347.879461254161,8600.672358424821,3284.479465581895,13168.484492456399,1518.2829563680066,973.4323229255078,2237.740026828967,22939.09073838804
2022-03-13,3982.829063258748,14015.01923304805,4528.4985217505855,2909.3084292131016,4785.154684226624,3482.5484074545348,9522.554248560506,1257.0322690127064,327.89912949377936,3138.8754655867137,19976.45054030218
2022-03-14,6158.706914773267,13558.570082249957,7106.692644436933,4403.542968465627,4396.897977393522,1732.485995559467,12290.033831691255,1786.8573600279917,1363.7136136265378,2703.763727454788,24157.93870134136
2022-03-15,8336.468684846865,13883.23228900747,5008.247515458425,4050.3377736457032,7217.590031639109,2041.4524892010288,8522.664082464351,1859.5659556525547,736.8868979042804,2769.084009395401,19672.088208534056
2022-03-16,5360.216881280179,9093.165736132432,3461.1498975407303,2759.8747607595906,5504.770752805913,2192.225280517755,9429.79714400161,1470.5356292901397,2323.5066964077973,3195.235239160587,17338.96521212427
2022-03-17,10532.858597331693,13803.14127975166,5072.2562352464265,3909.5981650137633,5756.204377778333,3211.884793266951,5554.052673348823,819.1399713580324,1176.2214967789685,3666.3337597362765,23869.95365767253
2022-03-18,8990.361777571972,9236.148909832371,4862.21663250377,2864.561112583374,6683.4318481145265,2473.1872373699016,10962.147319133554,1900.9560798281532,2560.8009450632962,2638.8116581454683,21081.91140261932
2022-03-19,6971.519218577859,14841.897605316315,3509.689715437871,6448.518393448912,6349.463617455673,3193.383461007144,7143.752702836344,915.4255268991303,548.2856711371484,2272.805942025955,21579.693482726077
2022-03-20,7559.415069399873,10468.30459735778,6241.757719218007,5219.100367864099,2746.636582368931,2511.4739173491134,11011.378553954053,2414.8646671965043,2598.582356938443,2840.48524657571,20274.721180801105
2022-03-21,11723.128247663637,12844.87823432004,4789.3576538693815,2039.4541977789147,5062.114164304671,4097.430996186316,13444.310492095861,1404.040019522903,1381.930562741558,2094.516020203583,18880.353198303354
2022-03-22,9871.976901752634,6376.504788842949,5593.382934213104,3459.281574929302,7448.914825330165,2820.2564666418566,10652.505363005466,538.9949859181118,1280.095896281824,2189.7504843121515,24375.024915831873
2022-03-23,8760.438289732343,7953.333263383844,3828.6370906503116,4731.508388895792,4626.786520433226,1987.0275118274567,17848.146113301198,995.138974797468,1404.6053134960869,3682.647819662605,20591.286662812174
2022-03-24,5168.962459131448,15272.032313662738,4752.993207214115,5408.493256833516,5356.133739679752,4630.844309516271,11684.507130741958,2011.5080548163585,1900.7701042256624,2395.9982531666737,25493.43268021584
2022-03-25,11259.222637291918,14075.23161056073,6161.489243581488,5046.177507128262,5419.312079806878,5068.925792934494,9794.315420251352,2302.2477130669804,1035.0146139778071,1781.4048212001262,23950.80365168734
2022-03-26,10104.802137747956,8346.189680037602,4629.7575470308275,6285.668106804141,896.4524361385529,3771.442008581233,10807.949571193058,2229.3944911902236,1901.327365937525,2262.787375869236,21392.11378962388
2022-03-27,7703.189224880258,15856.775167241998,4451.98764514599,4160.1894991206445,6203.198619184299,3463.4643274934724,10695.912604618783,1032.3806320011524,1150.9257515623772,2040.299888114131,19913.444079648154
2022-03-28,6900.603861582431,8727.646713545573,8276.470553663805,5538.212606855604,4777.949296274537,2974.369412159717,12552.29538735525,2734.108424862298,1155.8767925700981,2242.602062933874,20671.565274083845
2022-03-29,7624.192122446454,12059.883311712998,5474.292388352291,2608.9758714908994,7171.506877932971,3444.7176652206226,7653.100397751376,2850.4472802504715,1351.3591381915298,1336.8378737521969,19561.54324230701
2022-03-30,5596.126638266052,10559.698134401544,6099.959791828274,5044.6022692001525,6519.17100195433,1928.088240989311,11394.27610527417,2685.072116411793,1841.5219735495778,2366.947238723376,26220.84954305007
2022-03-31,7058.428884585319,9229.754410136638,6119.356898080918,3748.437588115957,4410.459945271063,1847.780003974633,6297.1805554655175,2641.0638172482277,1020.7910688883076,2062.5569147096458,22040.249419370855
2022-04-01,9526.321028309032,15503.821684615734,5145.445454998836,3823.9944262941417,6934.35039931262,3584.161736642098,10580.777993364401,2104.5930538144744,2445.850255536023,3362.1461019705403,24583.944145506797
2022-04-02,4384.757445514856,17054.944486872806,5791.436941025898,5656.709478784909,5029.039499519027,1813.2117305023799,12644.237065609594,2505.984679493036,1207.5187301523576,3215.1677536774796,19733.067169081765
2022-04-03,7371.851251515451,12534.82265129297,3540.4822977271497,5162.366652032332,4625.121225995261,4820.476688843237,13521.683557211129,3134.065197041262,2588.8130851902697,2130.7583710590807,22693.831542213138
2022-04-04,8227.511945759674,16577.996750588005,7172.3128278422955,3798.244945206731,3077.215124417997,2214.969346355601,8528.314104337693,2126.8740153541703,1031.245113549089,1455.971925933441,24439.949148796004
2022-04-05,8207.136074646656,11156.354840431812,6870.424641766368,7062.676196083454,6877.537438363511,3547.542280213843,14830.600718252885,1819.1270230670502,2669.372391743832,2028.8413517766537,21796.85091089351
2022-04-06,5642.126091933149,12324.925795147063,5285.3218533075205,5510.595638536744,5697.095593074251,1761.0283993743467,9141.557883366293,1436.2485204193524,2021.995918697959,3145.113337581901,24170.202479799504
2022-04-07,5635.694217345879,12394.467769183855,5009.533813525577,3469.876847503282,4969.091929040305,2981.2751240675257,5214.5307337695895,951.0401738821292,2324.886705145961,2393.3004008596963,19584.9744076635
2022-04-08,10178.330764916767,8529.873334128835,3140.5653943301513,1092.586925638493,2868.492964589998,3417.8126403174683,10475.463530968122,3398.968068351376,816.0094999831279,1614.990251238699,18889.14506621359
2022-04-09,5550.9418143674175,13498.370677387593,6543.966457534421,4333.37432796778,8198.797642351226,2571.1157446350308,12932.139841062788,2263.3657367109495,1053.5119043258458,2507.45442397216,22848.692387278574
2022-04-10,10017.301912616873,14129.079420487107,4617.44479619544,3530.7338017047255,5435.1732634605605,2368.85391265152,7205.560345888883,3374.597606720892,1009.5412950504675,3220.268321918917,21316.294107187303
2022-04-11,7035.269369783016,11479.57909607602,5914.650362439121,3248.1536144278016,6680.972275553712,2730.2831948287867,4544.304868587949,2664.435283523113,1472.7470154277494,2253.5866916691093,23123.245532509634
2022-04-12,10159.592700601872,6924.746495661471,2838.9890089513196,3405.2654092930097,6610.902274431558,4305.424442448825,10004.6729815693,2561.073796959361,1853.0142205034995,2118.654578327515,17917.45633869351
2022-04-13,7157.842989189972,13103.116483113232,5947.181924543658,4183.757680473063,3254.1907536391195,4011.8089850285905,9587.173272363987,3372.461409136901,2003.5503314234104,2041.449401470691,23437.85145605999
2022-04-14,5667.05735876739,7454.959457549151,4737.123418047292,5577.895015734999,7374.923009994811,4106.142376378128,6851.8520906965805,2043.142021028295,1747.9792286695435,2281.1948353398707,27029.177441261483
2022-04-15,9713.109712786923,9566.190499092685,5017.861807827033,2823.618128958363,5490.146377125555,4038.8220860273614,15334.482806310216,1658.8303490200797,1807.937090793545,2636.2799619702073,22021.634896069623
2022-04-16,7965.217555539605,12394.263877350944,2873.2823509710915,3915.5435834737464,5594.923610183596,4519.786792122043,13269.483413929764,1118.7230610705792,2216.0669568486246,3416.704998407353,22173.133831941104
2022-04-17,10897.153170648902,9691.012607028739,6018.596445279959,3757.898657681421,2118.5371736254465,3811.8449129759056,14027.559376952511,1350.8545214299102,1502.2172004922697,2665.786419410114,22391.212607806134
2022-04-18,9784.400170275676,12761.029951635524,4081.211971824217,3011.4717380532716,8453.443746815781,718.4836444404691,4847.296814412639,1049.8270545031182,1284.5568367679411,3069.781428058629,18033.556435226612
2022-04-19,7541.146742112407,11321.369235310562,4929.483118269951,4337.554942053616,6205.80075970856,3642.9825771966916,8866.555782861855,1818.4850986245006,1821.3795214419838,2679.6148822924583,22730.605936284555
2022-04-20,7100.664796674052,7108.510467776836,6206.271502116143,6126.5336072150285,5568.337174785584,3450.8701482293955,8067.18370777728,780.6405327968725,1752.972251755761,1849.6719846347467,18496.59394762256
2022-04-21,8046.744686574497,12503.914683235529,4871.4967190716425,4739.414334306235,4610.7283858720475,2778.673411563562,8497.691219650957,695.2505504908479,806.3314713061434,3444.4603944698297,20850.81784640008
2022-04-22,8380.42003571838,13759.739040859622,7979.364443349703,4085.336766803669,5883.147323097182,1527.387045456843,14087.90812406976,445.18444005244373,1583.6980293036631,1887.078590097761,24429.092497029225
2022-04-23,6236.502946536382,15037.200728435644,3651.795402153808,3473.4613824489506,7276.714117509772,2319.283496487378,7729.9792416288365,1467.4915087871832,2770.5782688992517,2072.6777198183254,20338.171869209204
2022-04-24,9683.879146049154,10900.295775699164,5360.7286222304465,4056.144819417146,5835.915420266929,2666.795084932466,7433.23292367873,1805.4155771230458,1530.4577573282122,2977.895851974825,22793.08958447198
2022-04-25,7205.273016379205,11815.548963794381,5619.984745219012,1938.948463052941,6943.05504289833,3874.90587012969,14128.183191528524,430.46217468993177,2025.1888000045126,2799.1353553200806,23897.361521650768
2022-04-26,7153.944509693375,7514.673991980598,3471.5408295247,3927.7864085359665,3811.9685175055297,3719.9914135268223,17194.500275718907,1538.4128181974306,1403.2674785358665,1774.806857394021,22251.237735477505
2022-04-27,6918.623325254994,17894.66821601787,5131.113511425786,3768.0402845239837,2335.3522110236077,1840.4691628988085,15214.853573212105,3203.3482726077104,2325.347361366835,1574.4680830520765,19160.55781482534
2022-04-28,8462.034534686743,16515.02456804905,4707.677364368536,4572.823371603075,4440.96150540486,3609.591300812769,6391.373560193657,3061.3520335719877,1812.163013792752,3149.204039138059,21260.154489746274
2022-04-29,6615.894796558289,11904.497947159347,5338.721638919155,5138.205640334385,5281.055121296882,1080.4181082262546,1851.694096528664,2118.7334918429115,1207.2067705783625,3213.4887837660553,25343.14957243438
2022-04-30,8269.940219980588,11625.474682065136,5680.471969130913,4894.395306880835,3922.7092643801566,2573.3648377968393,6909.123425461854,1605.8100278604875,1996.2352503597854,2578.5195791773626,17455.805256735664
2022-05-01,13533.206142203742,3209.33146689607,7097.376247940797,3841.6753235262104,5854.952792192455,2983.897809523959,9482.155045933754,1185.923962993469,2437.624342196412,1812.546634037511,21001.073942736617
2022-05-02,7892.7810798573155,15105.787688738246,5432.26074384709,3379.1088771645873,5462.491388217312,3747.0098396826174,11289.275115403292,1878.85778143292,1812.7648194437807,2506.512631147762,20691.06067369467
2022-05-03,7131.990523402704,13688.583543471863,5820.603697134705,3247.128312395139,2228.8998736139247,2742.1582175540652,7979.028148132164,1927.2077229869792,1548.9057460120962,3415.32084427479,21768.733991819532
2022-05-04,4664.621543704197,14438.435611490604,7248.973950353738,3061.952918386966,7477.860407252208,3561.62186832919,14583.78292683448,2710.8331242035574,1856.1664474813124,2722.634898570204,23374.92820725368
2022-05-05,8100.443849528138,10784.25553410172,2623.604394713414,3261.9221944487267,5546.631860631167,3295.3529831571877,12305.27279011167,2406.338872433566,1651.8229509612233,2052.7640934438555,24817.740239969964
2022-05-06,5781.538113500788,10591.7135248099,4608.204768696863,3852.2470830523393,3691.7821232676883,3487.5384689746033,10048.918751318432,2087.575629594042,1946.325209294443,3054.417038450865,20886.477964964277
2022-05-07,7248.883762056855,8293.744062538999,5057.257795312209,2535.6975412175384,2960.809543152333,3662.6589328178156,4345.717858971614,1956.8191920293978,1340.7596099068724,3865.7750055300658,22697.880364438508
2022-05-08,8303.215187294287,14334.029190555,2666.659489073288,4531.874309635418,10558.29504183746,2717.4802341364343,14636.341564345707,1291.693809483272,1021.8318383861782,3987.5532350110416,22687.920005970285
2022-05-09,4538.021100355696,15756.461636095391,5115.020705722861,3869.791354003717,5016.657752637834,3881.126332668849,9823.711903324562,100.0,2051.8341765937166,2868.7751817018907,22410.678286074293
2022-05-10,8314.925504796916,15371.648630289139,1466.29113089888,2998.1371154830704,1737.7205658355106,4554.3477036613995,2900.056737988348,2520.361809677093,2621.9970046603403,2463.826786389922,19980.334481772974
2022-05-11,8609.030350852088,12561.772728025058,6058.306586976163,3231.844391309378,3085.2989172238176,2840.516736059948,14909.7321656081,1467.157713522972,1728.4272996873146,1455.3991476702595,19350.44155592119
2022-05-12,5405.799960666696,11020.04489349742,2782.5718463612543,5006.692134857371,6159.724996762133,737.5830579072745,17580.506074382905,2726.3606051074753,1524.4585268502797,1982.1745178652768,19137.76179386853
2022-05-13,7215.381615741825,8844.088729901689,3123.222589734719,5084.983942205893,4520.441391596795,3657.797736623058,9103.880245998113,1744.285492330178,2961.0241934964424,3397.5485245376835,19736.236833386603
2022-05-14,4338.667275644391,9894.748441107437,5786.516529839087,6866.465535527302,5506.160941633467,3022.0930866597014,5919.151005790735,1853.4092843388323,2067.204614383246,3048.393414133365,21787.31291106442
2022-05-15,11151.00187168481,13402.651420905067,2498.639978628941,4680.547410402255,5911.04702970836,3482.015915387739,14454.13003927415,1387.8390977291128,2018.7093843372513,2624.895808399419,22999.979685928454
2022-05-16,8661.126553097689,11146.33987379738,8080.670411845729,3189.2738468284615,5932.2224466551315,2203.4358086332613,15724.90547257504,3011.783616029742,1663.405750696696,1919.7786283758328,22210.24547524784
2022-05-17,7640.8229980417955,16924.212554206555,5174.904148568878,3134.6250622938524,5921.552784146659,2537.3282160159915,12834.655179615162,2089.09377594026,1250.6110828393284,3030.6242691461516,20402.331282213625
2022-05-18,7673.128338687675,15457.068092472982,4854.360378141699,4466.9826478558525,5643.830488280213,3056.737172721648,1726.6536993691461,1058.1603720248706,1318.1022814840676,2927.996145794089,24662.36658466179
2022-05-19,10262.887216131536,10194.572603651532,6804.789278094976,4966.763983746443,9228.381256277018,2825.250659621478,7435.114278878373,1585.4016503129983,1402.745802167808,2859.964791821435,24295.273275987955
2022-05-20,7811.668896158778,8353.01380699499,4880.436741367618,5689.295843488455,5283.270951171534,2945.4192677636147,6378.82486054631,781.0975005002015,801.4477024716751,1971.2290382201786,20104.47780565542
2022-05-21,8661.633542551506,10354.744971686498,5360.946786246005,2950.9288829218062,8212.9689688473,2507.162472107258,12261.47736945461,1980.0800802455656,1390.200189523452,2026.6695006382583,19390.726238782376
